Date,Model,UseCase,TokenCostUSD,InfraCostUSD,LicenseCostUSD,MonitoringCostUSD,StorageCostUSD,BudgetUSD,TotalCostUSD
2025-05-27,Custom Fine-tuned,Content Generation,23.36,26.67,50.0,10.0,6.67,400.0,116.7
2025-05-27,Custom Fine-tuned,Customer Support Bot,13.57,26.67,50.0,10.0,6.67,500.0,106.91
2025-05-27,Custom Fine-tuned,Data Analysis Tool,4.47,26.67,50.0,10.0,6.67,300.0,97.81
2025-05-27,GPT-4,Code Review Assistant,11.58,40.0,83.33,10.0,6.67,333.33,151.58
2025-05-27,GPT-4,Content Generation,56.14,40.0,83.33,10.0,6.67,400.0,196.14
2025-05-27,GPT-4,Customer Support Bot,23.77,40.0,83.33,10.0,6.67,500.0,163.77
2025-05-27,GPT-4,Data Analysis Tool,11.2,40.0,83.33,10.0,6.67,300.0,151.2
2025-05-27,Gemini-Pro,Code Review Assistant,11.99,30.0,60.0,10.0,6.67,333.33,118.66
2025-05-27,Gemini-Pro,Content Generation,38.88,30.0,60.0,10.0,6.67,400.0,145.55
2025-05-27,Gemini-Pro,Customer Support Bot,15.64,30.0,60.0,10.0,6.67,500.0,122.31
2025-05-27,Gemini-Pro,Data Analysis Tool,12.26,30.0,60.0,10.0,6.67,300.0,118.93
2025-05-28,Claude-3.5,Code Review Assistant,9.91,33.33,66.67,10.0,6.67,333.33,126.58
2025-05-28,Claude-3.5,Content Generation,30.67,33.33,66.67,10.0,6.67,400.0,147.34
2025-05-28,Claude-3.5,Customer Support Bot,17.39,33.33,66.67,10.0,6.67,500.0,134.06
2025-05-28,Claude-3.5,Data Analysis Tool,10.72,33.33,66.67,10.0,6.67,300.0,127.39
2025-05-28,Custom Fine-tuned,Code Review Assistant,8.91,26.67,50.0,10.0,6.67,333.33,102.25
2025-05-28,Custom Fine-tuned,Content Generation,19.53,26.67,50.0,10.0,6.67,400.0,112.87
2025-05-28,Custom Fine-tuned,Customer Support Bot,13.15,26.67,50.0,10.0,6.67,500.0,106.49
2025-05-28,Custom Fine-tuned,Data Analysis Tool,7.34,26.67,50.0,10.0,6.67,300.0,100.68
2025-05-28,GPT-4,Code Review Assistant,20.17,40.0,83.33,10.0,6.67,333.33,160.17
2025-05-28,GPT-4,Content Generation,57.88,40.0,83.33,10.0,6.67,400.0,197.88
2025-05-28,GPT-4,Customer Support Bot,34.28,40.0,83.33,10.0,6.67,500.0,174.28
2025-05-28,GPT-4,Data Analysis Tool,16.31,40.0,83.33,10.0,6.67,300.0,156.31
2025-05-28,Gemini-Pro,Code Review Assistant,9.48,30.0,60.0,10.0,6.67,333.33,116.15
2025-05-28,Gemini-Pro,Content Generation,46.91,30.0,60.0,10.0,6.67,400.0,153.58
2025-05-28,Gemini-Pro,Customer Support Bot,16.08,30.0,60.0,10.0,6.67,500.0,122.75
2025-05-28,Gemini-Pro,Data Analysis Tool,11.24,30.0,60.0,10.0,6.67,300.0,117.91
2025-05-29,Claude-3.5,Code Review Assistant,10.49,33.33,66.67,10.0,6.67,333.33,127.16
2025-05-29,Claude-3.5,Content Generation,20.89,33.33,66.67,10.0,6.67,400.0,137.56
2025-05-29,Claude-3.5,Customer Support Bot,9.65,33.33,66.67,10.0,6.67,500.0,126.32
2025-05-29,Claude-3.5,Data Analysis Tool,9.26,33.33,66.67,10.0,6.67,300.0,125.93
2025-05-29,Custom Fine-tuned,Code Review Assistant,10.86,26.67,50.0,10.0,6.67,333.33,104.2
2025-05-29,Custom Fine-tuned,Content Generation,21.7,26.67,50.0,10.0,6.67,400.0,115.04
2025-05-29,Custom Fine-tuned,Customer Support Bot,12.12,26.67,50.0,10.0,6.67,500.0,105.46
2025-05-29,Custom Fine-tuned,Data Analysis Tool,5.88,26.67,50.0,10.0,6.67,300.0,99.22
2025-05-29,GPT-4,Code Review Assistant,16.6,40.0,83.33,10.0,6.67,333.33,156.6
2025-05-29,GPT-4,Content Generation,47.27,40.0,83.33,10.0,6.67,400.0,187.27
2025-05-29,GPT-4,Customer Support Bot,24.64,40.0,83.33,10.0,6.67,500.0,164.64
2025-05-29,GPT-4,Data Analysis Tool,14.05,40.0,83.33,10.0,6.67,300.0,154.05
2025-05-29,Gemini-Pro,Code Review Assistant,8.18,30.0,60.0,10.0,6.67,333.33,114.85
2025-05-29,Gemini-Pro,Content Generation,38.41,30.0,60.0,10.0,6.67,400.0,145.08
2025-05-29,Gemini-Pro,Customer Support Bot,19.18,30.0,60.0,10.0,6.67,500.0,125.85
2025-05-29,Gemini-Pro,Data Analysis Tool,7.99,30.0,60.0,10.0,6.67,300.0,114.66
2025-05-30,Claude-3.5,Code Review Assistant,13.78,33.33,66.67,10.0,6.67,333.33,130.45
2025-05-30,Claude-3.5,Content Generation,28.6,33.33,66.67,10.0,6.67,400.0,145.27
2025-05-30,Claude-3.5,Customer Support Bot,25.22,33.33,66.67,10.0,6.67,500.0,141.89
2025-05-30,Claude-3.5,Data Analysis Tool,11.3,33.33,66.67,10.0,6.67,300.0,127.97
2025-05-30,Custom Fine-tuned,Code Review Assistant,11.34,26.67,50.0,10.0,6.67,333.33,104.68
2025-05-30,Custom Fine-tuned,Content Generation,24.29,26.67,50.0,10.0,6.67,400.0,117.63
2025-05-30,Custom Fine-tuned,Customer Support Bot,14.06,26.67,50.0,10.0,6.67,500.0,107.4
2025-05-30,Custom Fine-tuned,Data Analysis Tool,8.51,26.67,50.0,10.0,6.67,300.0,101.85
2025-05-30,GPT-4,Code Review Assistant,22.4,40.0,83.33,10.0,6.67,333.33,162.4
2025-05-30,GPT-4,Content Generation,45.16,40.0,83.33,10.0,6.67,400.0,185.16
2025-05-30,GPT-4,Customer Support Bot,23.87,40.0,83.33,10.0,6.67,500.0,163.87
2025-05-30,GPT-4,Data Analysis Tool,16.48,40.0,83.33,10.0,6.67,300.0,156.48
2025-05-30,Gemini-Pro,Code Review Assistant,7.06,30.0,60.0,10.0,6.67,333.33,113.73
2025-05-30,Gemini-Pro,Content Generation,39.5,30.0,60.0,10.0,6.67,400.0,146.17
2025-05-30,Gemini-Pro,Customer Support Bot,17.51,30.0,60.0,10.0,6.67,500.0,124.18
2025-05-30,Gemini-Pro,Data Analysis Tool,7.9,30.0,60.0,10.0,6.67,300.0,114.57
2025-05-31,Claude-3.5,Code Review Assistant,9.42,33.33,66.67,10.0,6.67,333.33,126.09
2025-05-31,Claude-3.5,Content Generation,28.49,33.33,66.67,10.0,6.67,400.0,145.16
2025-05-31,Claude-3.5,Customer Support Bot,19.34,33.33,66.67,10.0,6.67,500.0,136.01
2025-05-31,Claude-3.5,Data Analysis Tool,7.98,33.33,66.67,10.0,6.67,300.0,124.65
2025-05-31,Custom Fine-tuned,Code Review Assistant,5.42,26.67,50.0,10.0,6.67,333.33,98.76
2025-05-31,Custom Fine-tuned,Content Generation,16.81,26.67,50.0,10.0,6.67,400.0,110.15
2025-05-31,Custom Fine-tuned,Customer Support Bot,13.62,26.67,50.0,10.0,6.67,500.0,106.96
2025-05-31,Custom Fine-tuned,Data Analysis Tool,3.73,26.67,50.0,10.0,6.67,300.0,97.07
2025-05-31,GPT-4,Code Review Assistant,16.52,40.0,83.33,10.0,6.67,333.33,156.52
2025-05-31,GPT-4,Content Generation,59.68,40.0,83.33,10.0,6.67,400.0,199.68
2025-05-31,GPT-4,Customer Support Bot,32.81,40.0,83.33,10.0,6.67,500.0,172.81
2025-05-31,GPT-4,Data Analysis Tool,7.99,40.0,83.33,10.0,6.67,300.0,147.99
2025-05-31,Gemini-Pro,Code Review Assistant,7.09,30.0,60.0,10.0,6.67,333.33,113.76
2025-05-31,Gemini-Pro,Content Generation,23.18,30.0,60.0,10.0,6.67,400.0,129.85
2025-05-31,Gemini-Pro,Customer Support Bot,17.69,30.0,60.0,10.0,6.67,500.0,124.36
2025-05-31,Gemini-Pro,Data Analysis Tool,5.96,30.0,60.0,10.0,6.67,300.0,112.63
2025-06-01,Claude-3.5,Code Review Assistant,11.41,33.33,66.67,10.0,6.67,333.33,128.08
2025-06-01,Claude-3.5,Content Generation,34.83,33.33,66.67,10.0,6.67,400.0,151.5
2025-06-01,Claude-3.5,Customer Support Bot,17.95,33.33,66.67,10.0,6.67,500.0,134.62
2025-06-01,Claude-3.5,Data Analysis Tool,6.38,33.33,66.67,10.0,6.67,300.0,123.05
2025-06-01,Custom Fine-tuned,Code Review Assistant,6.11,26.67,50.0,10.0,6.67,333.33,99.45
2025-06-01,Custom Fine-tuned,Content Generation,19.63,26.67,50.0,10.0,6.67,400.0,112.97
2025-06-01,Custom Fine-tuned,Customer Support Bot,11.0,26.67,50.0,10.0,6.67,500.0,104.34
2025-06-01,Custom Fine-tuned,Data Analysis Tool,4.06,26.67,50.0,10.0,6.67,300.0,97.4
2025-06-01,GPT-4,Code Review Assistant,20.9,40.0,83.33,10.0,6.67,333.33,160.9
2025-06-01,GPT-4,Content Generation,37.6,40.0,83.33,10.0,6.67,400.0,177.6
2025-06-01,GPT-4,Customer Support Bot,21.03,40.0,83.33,10.0,6.67,500.0,161.03
2025-06-01,GPT-4,Data Analysis Tool,11.84,40.0,83.33,10.0,6.67,300.0,151.84
2025-06-01,Gemini-Pro,Code Review Assistant,8.28,30.0,60.0,10.0,6.67,333.33,114.95
2025-06-01,Gemini-Pro,Content Generation,21.55,30.0,60.0,10.0,6.67,400.0,128.22
2025-06-01,Gemini-Pro,Customer Support Bot,16.37,30.0,60.0,10.0,6.67,500.0,123.04
2025-06-01,Gemini-Pro,Data Analysis Tool,6.75,30.0,60.0,10.0,6.67,300.0,113.42
2025-06-02,Claude-3.5,Code Review Assistant,8.5,33.33,66.67,10.0,6.67,333.33,125.17
2025-06-02,Claude-3.5,Content Generation,47.73,33.33,66.67,10.0,6.67,400.0,164.4
2025-06-02,Claude-3.5,Customer Support Bot,19.5,33.33,66.67,10.0,6.67,500.0,136.17
2025-06-02,Claude-3.5,Data Analysis Tool,8.09,33.33,66.67,10.0,6.67,300.0,124.76
2025-06-02,Custom Fine-tuned,Code Review Assistant,8.93,26.67,50.0,10.0,6.67,333.33,102.27
2025-06-02,Custom Fine-tuned,Content Generation,21.0,26.67,50.0,10.0,6.67,400.0,114.34
2025-06-02,Custom Fine-tuned,Customer Support Bot,13.16,26.67,50.0,10.0,6.67,500.0,106.5
2025-06-02,Custom Fine-tuned,Data Analysis Tool,6.14,26.67,50.0,10.0,6.67,300.0,99.48
2025-06-02,GPT-4,Code Review Assistant,19.69,40.0,83.33,10.0,6.67,333.33,159.69
2025-06-02,GPT-4,Content Generation,43.75,40.0,83.33,10.0,6.67,400.0,183.75
2025-06-02,GPT-4,Customer Support Bot,35.32,40.0,83.33,10.0,6.67,500.0,175.32
2025-06-02,GPT-4,Data Analysis Tool,12.79,40.0,83.33,10.0,6.67,300.0,152.79
2025-06-02,Gemini-Pro,Code Review Assistant,11.18,30.0,60.0,10.0,6.67,333.33,117.85
2025-06-02,Gemini-Pro,Content Generation,31.74,30.0,60.0,10.0,6.67,400.0,138.41
2025-06-02,Gemini-Pro,Customer Support Bot,16.15,30.0,60.0,10.0,6.67,500.0,122.82
2025-06-02,Gemini-Pro,Data Analysis Tool,8.45,30.0,60.0,10.0,6.67,300.0,115.12
2025-06-03,Claude-3.5,Code Review Assistant,11.97,33.33,66.67,10.0,6.67,333.33,128.64
2025-06-03,Claude-3.5,Content Generation,29.5,33.33,66.67,10.0,6.67,400.0,146.17
2025-06-03,Claude-3.5,Customer Support Bot,22.94,33.33,66.67,10.0,6.67,500.0,139.61
2025-06-03,Claude-3.5,Data Analysis Tool,11.52,33.33,66.67,10.0,6.67,300.0,128.19
2025-06-03,Custom Fine-tuned,Code Review Assistant,9.1,26.67,50.0,10.0,6.67,333.33,102.44
2025-06-03,Custom Fine-tuned,Content Generation,20.99,26.67,50.0,10.0,6.67,400.0,114.33
2025-06-03,Custom Fine-tuned,Customer Support Bot,18.91,26.67,50.0,10.0,6.67,500.0,112.25
2025-06-03,Custom Fine-tuned,Data Analysis Tool,8.05,26.67,50.0,10.0,6.67,300.0,101.39
2025-06-03,GPT-4,Code Review Assistant,22.32,40.0,83.33,10.0,6.67,333.33,162.32
2025-06-03,GPT-4,Content Generation,56.05,40.0,83.33,10.0,6.67,400.0,196.05
2025-06-03,GPT-4,Customer Support Bot,35.53,40.0,83.33,10.0,6.67,500.0,175.53
2025-06-03,GPT-4,Data Analysis Tool,13.65,40.0,83.33,10.0,6.67,300.0,153.65
2025-06-03,Gemini-Pro,Code Review Assistant,9.38,30.0,60.0,10.0,6.67,333.33,116.05
2025-06-03,Gemini-Pro,Content Generation,30.3,30.0,60.0,10.0,6.67,400.0,136.97
2025-06-03,Gemini-Pro,Customer Support Bot,20.85,30.0,60.0,10.0,6.67,500.0,127.52
2025-06-03,Gemini-Pro,Data Analysis Tool,9.64,30.0,60.0,10.0,6.67,300.0,116.31
2025-06-04,Claude-3.5,Code Review Assistant,10.18,33.33,66.67,10.0,6.67,333.33,126.85
2025-06-04,Claude-3.5,Content Generation,32.23,33.33,66.67,10.0,6.67,400.0,148.9
2025-06-04,Claude-3.5,Customer Support Bot,23.75,33.33,66.67,10.0,6.67,500.0,140.42
2025-06-04,Claude-3.5,Data Analysis Tool,9.65,33.33,66.67,10.0,6.67,300.0,126.32
2025-06-04,Custom Fine-tuned,Code Review Assistant,7.62,26.67,50.0,10.0,6.67,333.33,100.96
2025-06-04,Custom Fine-tuned,Content Generation,18.93,26.67,50.0,10.0,6.67,400.0,112.27
2025-06-04,Custom Fine-tuned,Customer Support Bot,13.19,26.67,50.0,10.0,6.67,500.0,106.53
2025-06-04,Custom Fine-tuned,Data Analysis Tool,8.79,26.67,50.0,10.0,6.67,300.0,102.13
2025-06-04,GPT-4,Code Review Assistant,10.6,40.0,83.33,10.0,6.67,333.33,150.6
2025-06-04,GPT-4,Content Generation,77.15,40.0,83.33,10.0,6.67,400.0,217.15
2025-06-04,GPT-4,Customer Support Bot,31.05,40.0,83.33,10.0,6.67,500.0,171.05
2025-06-04,GPT-4,Data Analysis Tool,17.87,40.0,83.33,10.0,6.67,300.0,157.87
2025-06-04,Gemini-Pro,Code Review Assistant,9.81,30.0,60.0,10.0,6.67,333.33,116.48
2025-06-04,Gemini-Pro,Content Generation,27.43,30.0,60.0,10.0,6.67,400.0,134.1
2025-06-04,Gemini-Pro,Customer Support Bot,14.28,30.0,60.0,10.0,6.67,500.0,120.95
2025-06-04,Gemini-Pro,Data Analysis Tool,10.07,30.0,60.0,10.0,6.67,300.0,116.74
2025-06-05,Claude-3.5,Code Review Assistant,12.62,33.33,66.67,10.0,6.67,333.33,129.29
2025-06-05,Claude-3.5,Content Generation,30.22,33.33,66.67,10.0,6.67,400.0,146.89
2025-06-05,Claude-3.5,Customer Support Bot,16.8,33.33,66.67,10.0,6.67,500.0,133.47
2025-06-05,Claude-3.5,Data Analysis Tool,9.59,33.33,66.67,10.0,6.67,300.0,126.26
2025-06-05,Custom Fine-tuned,Code Review Assistant,8.62,26.67,50.0,10.0,6.67,333.33,101.96
2025-06-05,Custom Fine-tuned,Content Generation,23.99,26.67,50.0,10.0,6.67,400.0,117.33
2025-06-05,Custom Fine-tuned,Customer Support Bot,12.51,26.67,50.0,10.0,6.67,500.0,105.85
2025-06-05,Custom Fine-tuned,Data Analysis Tool,7.32,26.67,50.0,10.0,6.67,300.0,100.66
2025-06-05,GPT-4,Code Review Assistant,17.45,40.0,83.33,10.0,6.67,333.33,157.45
2025-06-05,GPT-4,Content Generation,45.72,40.0,83.33,10.0,6.67,400.0,185.72
2025-06-05,GPT-4,Customer Support Bot,26.7,40.0,83.33,10.0,6.67,500.0,166.7
2025-06-05,GPT-4,Data Analysis Tool,12.56,40.0,83.33,10.0,6.67,300.0,152.56
2025-06-05,Gemini-Pro,Code Review Assistant,11.57,30.0,60.0,10.0,6.67,333.33,118.24
2025-06-05,Gemini-Pro,Content Generation,39.67,30.0,60.0,10.0,6.67,400.0,146.34
2025-06-05,Gemini-Pro,Customer Support Bot,14.64,30.0,60.0,10.0,6.67,500.0,121.31
2025-06-05,Gemini-Pro,Data Analysis Tool,8.73,30.0,60.0,10.0,6.67,300.0,115.4
2025-06-06,Claude-3.5,Code Review Assistant,11.54,33.33,66.67,10.0,6.67,333.33,128.21
2025-06-06,Claude-3.5,Content Generation,28.28,33.33,66.67,10.0,6.67,400.0,144.95
2025-06-06,Claude-3.5,Customer Support Bot,20.4,33.33,66.67,10.0,6.67,500.0,137.07
2025-06-06,Claude-3.5,Data Analysis Tool,10.91,33.33,66.67,10.0,6.67,300.0,127.58
2025-06-06,Custom Fine-tuned,Code Review Assistant,8.61,26.67,50.0,10.0,6.67,333.33,101.95
2025-06-06,Custom Fine-tuned,Content Generation,20.43,26.67,50.0,10.0,6.67,400.0,113.77
2025-06-06,Custom Fine-tuned,Customer Support Bot,13.47,26.67,50.0,10.0,6.67,500.0,106.81
2025-06-06,Custom Fine-tuned,Data Analysis Tool,5.97,26.67,50.0,10.0,6.67,300.0,99.31
2025-06-06,GPT-4,Code Review Assistant,13.44,40.0,83.33,10.0,6.67,333.33,153.44
2025-06-06,GPT-4,Content Generation,46.41,40.0,83.33,10.0,6.67,400.0,186.41
2025-06-06,GPT-4,Customer Support Bot,34.24,40.0,83.33,10.0,6.67,500.0,174.24
2025-06-06,GPT-4,Data Analysis Tool,13.75,40.0,83.33,10.0,6.67,300.0,153.75
2025-06-06,Gemini-Pro,Code Review Assistant,11.08,30.0,60.0,10.0,6.67,333.33,117.75
2025-06-06,Gemini-Pro,Content Generation,35.16,30.0,60.0,10.0,6.67,400.0,141.83
2025-06-06,Gemini-Pro,Customer Support Bot,14.63,30.0,60.0,10.0,6.67,500.0,121.3
2025-06-06,Gemini-Pro,Data Analysis Tool,8.63,30.0,60.0,10.0,6.67,300.0,115.3
2025-06-07,Claude-3.5,Code Review Assistant,12.45,33.33,66.67,10.0,6.67,333.33,129.12
2025-06-07,Claude-3.5,Content Generation,35.15,33.33,66.67,10.0,6.67,400.0,151.82
2025-06-07,Claude-3.5,Customer Support Bot,16.69,33.33,66.67,10.0,6.67,500.0,133.36
2025-06-07,Claude-3.5,Data Analysis Tool,8.94,33.33,66.67,10.0,6.67,300.0,125.61
2025-06-07,Custom Fine-tuned,Code Review Assistant,8.45,26.67,50.0,10.0,6.67,333.33,101.79
2025-06-07,Custom Fine-tuned,Content Generation,21.42,26.67,50.0,10.0,6.67,400.0,114.76
2025-06-07,Custom Fine-tuned,Customer Support Bot,9.53,26.67,50.0,10.0,6.67,500.0,102.87
2025-06-07,Custom Fine-tuned,Data Analysis Tool,5.49,26.67,50.0,10.0,6.67,300.0,98.83
2025-06-07,GPT-4,Code Review Assistant,13.94,40.0,83.33,10.0,6.67,333.33,153.94
2025-06-07,GPT-4,Content Generation,46.93,40.0,83.33,10.0,6.67,400.0,186.93
2025-06-07,GPT-4,Customer Support Bot,22.54,40.0,83.33,10.0,6.67,500.0,162.54
2025-06-07,GPT-4,Data Analysis Tool,8.73,40.0,83.33,10.0,6.67,300.0,148.73
2025-06-07,Gemini-Pro,Code Review Assistant,6.57,30.0,60.0,10.0,6.67,333.33,113.24
2025-06-07,Gemini-Pro,Content Generation,33.11,30.0,60.0,10.0,6.67,400.0,139.78
2025-06-07,Gemini-Pro,Customer Support Bot,12.15,30.0,60.0,10.0,6.67,500.0,118.82
2025-06-07,Gemini-Pro,Data Analysis Tool,6.9,30.0,60.0,10.0,6.67,300.0,113.57
2025-06-08,Claude-3.5,Code Review Assistant,7.5,33.33,66.67,10.0,6.67,333.33,124.17
2025-06-08,Claude-3.5,Content Generation,32.25,33.33,66.67,10.0,6.67,400.0,148.92
2025-06-08,Claude-3.5,Customer Support Bot,17.59,33.33,66.67,10.0,6.67,500.0,134.26
2025-06-08,Claude-3.5,Data Analysis Tool,6.26,33.33,66.67,10.0,6.67,300.0,122.93
2025-06-08,Custom Fine-tuned,Code Review Assistant,6.99,26.67,50.0,10.0,6.67,333.33,100.33
2025-06-08,Custom Fine-tuned,Content Generation,11.4,26.67,50.0,10.0,6.67,400.0,104.74
2025-06-08,Custom Fine-tuned,Customer Support Bot,13.37,26.67,50.0,10.0,6.67,500.0,106.71
2025-06-08,Custom Fine-tuned,Data Analysis Tool,9.2,26.67,50.0,10.0,6.67,300.0,102.54
2025-06-08,GPT-4,Code Review Assistant,15.85,40.0,83.33,10.0,6.67,333.33,155.85
2025-06-08,GPT-4,Content Generation,54.94,40.0,83.33,10.0,6.67,400.0,194.94
2025-06-08,GPT-4,Customer Support Bot,19.23,40.0,83.33,10.0,6.67,500.0,159.23
2025-06-08,GPT-4,Data Analysis Tool,11.35,40.0,83.33,10.0,6.67,300.0,151.35
2025-06-08,Gemini-Pro,Code Review Assistant,5.8,30.0,60.0,10.0,6.67,333.33,112.47
2025-06-08,Gemini-Pro,Content Generation,35.27,30.0,60.0,10.0,6.67,400.0,141.94
2025-06-08,Gemini-Pro,Customer Support Bot,17.23,30.0,60.0,10.0,6.67,500.0,123.9
2025-06-08,Gemini-Pro,Data Analysis Tool,7.61,30.0,60.0,10.0,6.67,300.0,114.28
2025-06-09,Claude-3.5,Code Review Assistant,11.13,33.33,66.67,10.0,6.67,333.33,127.8
2025-06-09,Claude-3.5,Content Generation,33.45,33.33,66.67,10.0,6.67,400.0,150.12
2025-06-09,Claude-3.5,Customer Support Bot,22.76,33.33,66.67,10.0,6.67,500.0,139.43
2025-06-09,Claude-3.5,Data Analysis Tool,10.78,33.33,66.67,10.0,6.67,300.0,127.45
2025-06-09,Custom Fine-tuned,Code Review Assistant,10.27,26.67,50.0,10.0,6.67,333.33,103.61
2025-06-09,Custom Fine-tuned,Content Generation,18.99,26.67,50.0,10.0,6.67,400.0,112.33
2025-06-09,Custom Fine-tuned,Customer Support Bot,11.26,26.67,50.0,10.0,6.67,500.0,104.6
2025-06-09,Custom Fine-tuned,Data Analysis Tool,5.53,26.67,50.0,10.0,6.67,300.0,98.87
2025-06-09,GPT-4,Code Review Assistant,15.45,40.0,83.33,10.0,6.67,333.33,155.45
2025-06-09,GPT-4,Content Generation,65.67,40.0,83.33,10.0,6.67,400.0,205.67
2025-06-09,GPT-4,Customer Support Bot,32.48,40.0,83.33,10.0,6.67,500.0,172.48
2025-06-09,GPT-4,Data Analysis Tool,14.94,40.0,83.33,10.0,6.67,300.0,154.94
2025-06-09,Gemini-Pro,Code Review Assistant,7.88,30.0,60.0,10.0,6.67,333.33,114.55
2025-06-09,Gemini-Pro,Content Generation,25.42,30.0,60.0,10.0,6.67,400.0,132.09
2025-06-09,Gemini-Pro,Customer Support Bot,17.91,30.0,60.0,10.0,6.67,500.0,124.58
2025-06-09,Gemini-Pro,Data Analysis Tool,9.73,30.0,60.0,10.0,6.67,300.0,116.4
2025-06-10,Claude-3.5,Code Review Assistant,13.06,33.33,66.67,10.0,6.67,333.33,129.73
2025-06-10,Claude-3.5,Content Generation,36.62,33.33,66.67,10.0,6.67,400.0,153.29
2025-06-10,Claude-3.5,Customer Support Bot,20.98,33.33,66.67,10.0,6.67,500.0,137.65
2025-06-10,Claude-3.5,Data Analysis Tool,8.72,33.33,66.67,10.0,6.67,300.0,125.39
2025-06-10,Custom Fine-tuned,Code Review Assistant,8.83,26.67,50.0,10.0,6.67,333.33,102.17
2025-06-10,Custom Fine-tuned,Content Generation,33.84,26.67,50.0,10.0,6.67,400.0,127.18
2025-06-10,Custom Fine-tuned,Customer Support Bot,16.11,26.67,50.0,10.0,6.67,500.0,109.45
2025-06-10,Custom Fine-tuned,Data Analysis Tool,6.87,26.67,50.0,10.0,6.67,300.0,100.21
2025-06-10,GPT-4,Code Review Assistant,18.1,40.0,83.33,10.0,6.67,333.33,158.1
2025-06-10,GPT-4,Content Generation,42.38,40.0,83.33,10.0,6.67,400.0,182.38
2025-06-10,GPT-4,Customer Support Bot,20.76,40.0,83.33,10.0,6.67,500.0,160.76
2025-06-10,GPT-4,Data Analysis Tool,20.89,40.0,83.33,10.0,6.67,300.0,160.89
2025-06-10,Gemini-Pro,Code Review Assistant,12.14,30.0,60.0,10.0,6.67,333.33,118.81
2025-06-10,Gemini-Pro,Content Generation,23.74,30.0,60.0,10.0,6.67,400.0,130.41
2025-06-10,Gemini-Pro,Customer Support Bot,20.51,30.0,60.0,10.0,6.67,500.0,127.18
2025-06-10,Gemini-Pro,Data Analysis Tool,6.83,30.0,60.0,10.0,6.67,300.0,113.5
2025-06-11,Claude-3.5,Code Review Assistant,7.96,33.33,66.67,10.0,6.67,333.33,124.63
2025-06-11,Claude-3.5,Content Generation,41.72,33.33,66.67,10.0,6.67,400.0,158.39
2025-06-11,Claude-3.5,Customer Support Bot,19.42,33.33,66.67,10.0,6.67,500.0,136.09
2025-06-11,Claude-3.5,Data Analysis Tool,15.38,33.33,66.67,10.0,6.67,300.0,132.05
2025-06-11,Custom Fine-tuned,Code Review Assistant,7.6,26.67,50.0,10.0,6.67,333.33,100.94
2025-06-11,Custom Fine-tuned,Content Generation,24.63,26.67,50.0,10.0,6.67,400.0,117.97
2025-06-11,Custom Fine-tuned,Customer Support Bot,10.45,26.67,50.0,10.0,6.67,500.0,103.79
2025-06-11,Custom Fine-tuned,Data Analysis Tool,6.35,26.67,50.0,10.0,6.67,300.0,99.69
2025-06-11,GPT-4,Code Review Assistant,19.42,40.0,83.33,10.0,6.67,333.33,159.42
2025-06-11,GPT-4,Content Generation,79.85,40.0,83.33,10.0,6.67,400.0,219.85
2025-06-11,GPT-4,Customer Support Bot,27.21,40.0,83.33,10.0,6.67,500.0,167.21
2025-06-11,GPT-4,Data Analysis Tool,15.2,40.0,83.33,10.0,6.67,300.0,155.2
2025-06-11,Gemini-Pro,Code Review Assistant,10.07,30.0,60.0,10.0,6.67,333.33,116.74
2025-06-11,Gemini-Pro,Content Generation,27.51,30.0,60.0,10.0,6.67,400.0,134.18
2025-06-11,Gemini-Pro,Customer Support Bot,14.67,30.0,60.0,10.0,6.67,500.0,121.34
2025-06-11,Gemini-Pro,Data Analysis Tool,8.49,30.0,60.0,10.0,6.67,300.0,115.16
2025-06-12,Claude-3.5,Code Review Assistant,15.46,33.33,66.67,10.0,6.67,333.33,132.13
2025-06-12,Claude-3.5,Content Generation,45.71,33.33,66.67,10.0,6.67,400.0,162.38
2025-06-12,Claude-3.5,Customer Support Bot,22.28,33.33,66.67,10.0,6.67,500.0,138.95
2025-06-12,Claude-3.5,Data Analysis Tool,6.52,33.33,66.67,10.0,6.67,300.0,123.19
2025-06-12,Custom Fine-tuned,Code Review Assistant,7.61,26.67,50.0,10.0,6.67,333.33,100.95
2025-06-12,Custom Fine-tuned,Content Generation,29.14,26.67,50.0,10.0,6.67,400.0,122.48
2025-06-12,Custom Fine-tuned,Customer Support Bot,13.34,26.67,50.0,10.0,6.67,500.0,106.68
2025-06-12,Custom Fine-tuned,Data Analysis Tool,4.94,26.67,50.0,10.0,6.67,300.0,98.28
2025-06-12,GPT-4,Code Review Assistant,17.6,40.0,83.33,10.0,6.67,333.33,157.6
2025-06-12,GPT-4,Content Generation,41.21,40.0,83.33,10.0,6.67,400.0,181.21
2025-06-12,GPT-4,Customer Support Bot,28.79,40.0,83.33,10.0,6.67,500.0,168.79
2025-06-12,GPT-4,Data Analysis Tool,18.25,40.0,83.33,10.0,6.67,300.0,158.25
2025-06-12,Gemini-Pro,Code Review Assistant,11.44,30.0,60.0,10.0,6.67,333.33,118.11
2025-06-12,Gemini-Pro,Content Generation,39.77,30.0,60.0,10.0,6.67,400.0,146.44
2025-06-12,Gemini-Pro,Customer Support Bot,16.56,30.0,60.0,10.0,6.67,500.0,123.23
2025-06-12,Gemini-Pro,Data Analysis Tool,9.83,30.0,60.0,10.0,6.67,300.0,116.5
