Date,Model,UseCase,Requests,PromptTokens,CompletionTokens,Accuracy,F1Score,HallucinationRate,LatencyP95ms,Failures
2025-05-31,Gemini-Pro,Data Analysis Tool,676,261612,229164,0.8813,0.8625,0.0403,1382,3
2025-05-31,Custom Fine-tuned,Customer Support Bot,2795,760240,603720,0.8797,0.8449,0.0269,951,16
2025-05-31,Custom Fine-tuned,Content Generation,1199,690624,844096,0.9224,0.8999,0.025,1459,6
2025-05-31,Custom Fine-tuned,Code Review Assistant,887,398263,202236,0.9109,0.9012,0.0244,1308,4
2025-05-31,Custom Fine-tuned,Data Analysis Tool,661,165911,182436,0.9173,0.9039,0.0275,1270,4
2025-06-01,GPT-4,Customer Support Bot,2612,645164,485832,0.9116,0.896,0.0294,1708,5
2025-06-01,GPT-4,Content Generation,1390,861800,966050,0.9311,0.8961,0.0374,1901,3
2025-06-01,GPT-4,Code Review Assistant,1210,485210,534820,0.9145,0.9094,0.0204,1685,9
2025-06-01,GPT-4,Data Analysis Tool,784,235984,315952,0.9156,0.8934,0.03,1715,2
2025-06-01,Claude-3.5,Customer Support Bot,3207,904374,535569,0.8875,0.8604,0.0338,1735,19
2025-06-01,Claude-3.5,Content Generation,1622,1033214,1328418,0.9066,0.8742,0.0321,1287,9
2025-06-01,Claude-3.5,Code Review Assistant,882,396018,411894,0.9,0.8861,0.0309,1518,3
2025-06-01,Claude-3.5,Data Analysis Tool,777,176379,248640,0.9002,0.8791,0.0349,1551,6
2025-06-01,Gemini-Pro,Customer Support Bot,2908,619404,668840,0.8747,0.8678,0.0409,1383,19
2025-06-01,Gemini-Pro,Content Generation,1089,631620,951786,0.8815,0.8848,0.0465,1465,4
2025-06-01,Gemini-Pro,Code Review Assistant,918,423198,295596,0.8803,0.8439,0.0425,1247,5
2025-06-01,Gemini-Pro,Data Analysis Tool,693,172557,307692,0.8578,0.8397,0.0425,1467,5
2025-06-01,Custom Fine-tuned,Customer Support Bot,2697,585249,498945,0.8947,0.881,0.0241,1154,14
2025-06-01,Custom Fine-tuned,Content Generation,1344,764736,1002624,0.9108,0.8943,0.025,1314,6
2025-06-01,Custom Fine-tuned,Code Review Assistant,872,311304,282528,0.9303,0.9128,0.0198,1158,3
2025-06-01,Custom Fine-tuned,Data Analysis Tool,644,200928,190624,0.9204,0.9101,0.0278,1013,1
2025-06-02,GPT-4,Customer Support Bot,3500,1211000,773500,0.9019,0.8951,0.0265,1792,18
2025-06-02,GPT-4,Content Generation,1820,973700,1133860,0.9226,0.9076,0.0334,1926,10
2025-06-02,GPT-4,Code Review Assistant,1317,550506,472803,0.9139,0.8909,0.0272,1811,11
2025-06-02,GPT-4,Data Analysis Tool,866,226892,350730,0.9418,0.9192,0.0272,1936,3
2025-06-02,Claude-3.5,Customer Support Bot,3677,838356,639798,0.9166,0.892,0.0396,1618,22
2025-06-02,Claude-3.5,Content Generation,2106,1269918,1878552,0.8855,0.891,0.0312,1319,14
2025-06-02,Claude-3.5,Code Review Assistant,1121,246620,326211,0.8951,0.8644,0.042,1559,4
2025-06-02,Claude-3.5,Data Analysis Tool,877,263977,299057,0.8901,0.8547,0.0311,1506,4
2025-06-02,Gemini-Pro,Customer Support Bot,3353,496244,704130,0.8655,0.8593,0.0359,1278,13
2025-06-02,Gemini-Pro,Content Generation,1694,801262,1451758,0.9024,0.8854,0.0333,1357,2
2025-06-02,Gemini-Pro,Code Review Assistant,1178,521854,418190,0.8889,0.8834,0.053,1656,4
2025-06-02,Gemini-Pro,Data Analysis Tool,796,204572,390040,0.8682,0.8577,0.0403,1525,3
2025-06-02,Custom Fine-tuned,Customer Support Bot,3407,609853,633702,0.9096,0.8899,0.0249,1227,20
2025-06-02,Custom Fine-tuned,Content Generation,1510,850130,1060020,0.9179,0.9031,0.0214,1327,7
2025-06-02,Custom Fine-tuned,Code Review Assistant,1110,395160,437340,0.9121,0.8806,0.0218,1279,6
2025-06-02,Custom Fine-tuned,Data Analysis Tool,859,276598,298932,0.9345,0.9262,0.0173,1342,4
2025-06-03,GPT-4,Customer Support Bot,3542,874874,892584,0.9129,0.9036,0.0284,1449,26
2025-06-03,GPT-4,Content Generation,1905,1123950,1493520,0.9281,0.9048,0.0378,1837,11
2025-06-03,GPT-4,Code Review Assistant,1355,504060,575875,0.9311,0.9087,0.0348,1700,6
2025-06-03,GPT-4,Data Analysis Tool,796,295316,356608,0.9228,0.9006,0.0267,1600,3
2025-06-03,Claude-3.5,Customer Support Bot,3637,931072,774681,0.8966,0.8685,0.0375,1722,22
2025-06-03,Claude-3.5,Content Generation,1804,837056,1140128,0.9045,0.8773,0.0349,1565,13
2025-06-03,Claude-3.5,Code Review Assistant,1315,532575,385295,0.8994,0.8742,0.031,1733,8
2025-06-03,Claude-3.5,Data Analysis Tool,984,205656,493968,0.8869,0.8646,0.0352,1453,5
2025-06-03,Gemini-Pro,Customer Support Bot,3663,831501,835164,0.8816,0.8505,0.0322,1262,17
2025-06-03,Gemini-Pro,Content Generation,1737,858078,1349649,0.9002,0.8725,0.0406,1350,9
2025-06-03,Gemini-Pro,Code Review Assistant,1056,454080,344256,0.8872,0.8754,0.0411,1472,4
2025-06-03,Gemini-Pro,Data Analysis Tool,908,268768,431300,0.8769,0.8491,0.045,1308,4
2025-06-03,Custom Fine-tuned,Customer Support Bot,3407,783610,947146,0.9131,0.8888,0.0195,1255,15
2025-06-03,Custom Fine-tuned,Content Generation,1561,945966,1020894,0.9199,0.8839,0.0188,1033,8
2025-06-03,Custom Fine-tuned,Code Review Assistant,1008,445536,428400,0.9181,0.9008,0.0231,1036,1
2025-06-03,Custom Fine-tuned,Data Analysis Tool,876,218124,449388,0.9005,0.8788,0.0255,1306,3
2025-06-04,GPT-4,Customer Support Bot,3438,948888,718542,0.9206,0.9014,0.0374,1899,13
2025-06-04,GPT-4,Content Generation,1830,1110810,2201490,0.9237,0.907,0.0193,1718,3
2025-06-04,GPT-4,Code Review Assistant,985,341795,239355,0.9238,0.9178,0.0295,1845,4
2025-06-04,GPT-4,Data Analysis Tool,969,374034,470934,0.9157,0.885,0.0225,1663,5
2025-06-04,Claude-3.5,Customer Support Bot,3497,975663,797316,0.9051,0.8849,0.0316,1526,13
2025-06-04,Claude-3.5,Content Generation,1810,1359310,1067900,0.9048,0.8789,0.0423,1613,11
2025-06-04,Claude-3.5,Code Review Assistant,1320,440880,332640,0.8999,0.8843,0.0242,1684,9
2025-06-04,Claude-3.5,Data Analysis Tool,843,249528,382722,0.9013,0.8768,0.0378,1474,5
2025-06-04,Gemini-Pro,Customer Support Bot,3032,909600,439640,0.8791,0.8536,0.0453,1291,16
2025-06-04,Gemini-Pro,Content Generation,1517,899581,1174158,0.8745,0.8584,0.052,1285,9
2025-06-04,Gemini-Pro,Code Review Assistant,986,400316,389470,0.8892,0.8758,0.048,1841,5
2025-06-04,Gemini-Pro,Data Analysis Tool,867,249696,462111,0.867,0.8541,0.0525,1528,2
2025-06-04,Custom Fine-tuned,Customer Support Bot,3298,969612,491402,0.9171,0.9026,0.0149,1186,21
2025-06-04,Custom Fine-tuned,Content Generation,1331,815903,935693,0.9163,0.8946,0.0202,1084,2
2025-06-04,Custom Fine-tuned,Code Review Assistant,1028,337184,373164,0.9203,0.9123,0.0235,1240,5
2025-06-04,Custom Fine-tuned,Data Analysis Tool,945,262710,481005,0.9177,0.9119,0.0239,1291,5
2025-06-05,GPT-4,Customer Support Bot,3468,787236,627708,0.907,0.8743,0.0355,2040,22
2025-06-05,GPT-4,Content Generation,1781,965302,1202175,0.9264,0.9024,0.0306,1788,12
2025-06-05,GPT-4,Code Review Assistant,1126,404234,447022,0.9304,0.906,0.0322,2084,8
2025-06-05,GPT-4,Data Analysis Tool,845,203645,350675,0.9275,0.91,0.0386,1862,5
2025-06-05,Claude-3.5,Customer Support Bot,3620,1013600,434400,0.8959,0.9002,0.0398,1541,11
2025-06-05,Claude-3.5,Content Generation,1688,1000984,1110704,0.9014,0.8946,0.0375,1600,2
2025-06-05,Claude-3.5,Code Review Assistant,1132,491288,434688,0.9047,0.877,0.033,1450,4
2025-06-05,Claude-3.5,Data Analysis Tool,795,268710,372060,0.8995,0.8828,0.0317,1296,3
2025-06-05,Gemini-Pro,Customer Support Bot,2463,596046,581268,0.8857,0.8642,0.0378,1407,10
2025-06-05,Gemini-Pro,Content Generation,1916,1316292,1691828,0.8751,0.8492,0.0442,1146,8
2025-06-05,Gemini-Pro,Code Review Assistant,1188,522720,439560,0.878,0.8574,0.0431,1257,4
2025-06-05,Gemini-Pro,Data Analysis Tool,844,183148,413560,0.8877,0.8713,0.0399,1756,3
2025-06-05,Custom Fine-tuned,Customer Support Bot,2928,723216,544608,0.8959,0.8539,0.0223,1185,20
2025-06-05,Custom Fine-tuned,Content Generation,1777,941810,1222576,0.9084,0.8934,0.0338,1175,5
2025-06-05,Custom Fine-tuned,Code Review Assistant,1124,495684,376540,0.9168,0.9052,0.0133,1215,7
2025-06-05,Custom Fine-tuned,Data Analysis Tool,718,155088,425774,0.9028,0.8843,0.0261,1290,5
2025-06-06,GPT-4,Customer Support Bot,3393,868608,851643,0.9183,0.8897,0.0249,1568,10
2025-06-06,GPT-4,Content Generation,1785,972825,1222725,0.9209,0.8855,0.0284,1759,12
2025-06-06,GPT-4,Code Review Assistant,1031,431989,304145,0.9175,0.8908,0.0312,1768,5
2025-06-06,GPT-4,Data Analysis Tool,949,256230,372957,0.9056,0.8975,0.0256,2094,3
2025-06-06,Claude-3.5,Customer Support Bot,3517,861665,675264,0.9141,0.8991,0.0375,1420,15
2025-06-06,Claude-3.5,Content Generation,1906,1090232,977778,0.8995,0.8811,0.0273,1827,6
2025-06-06,Claude-3.5,Code Review Assistant,1198,457636,394142,0.9042,0.8947,0.0425,1615,8
2025-06-06,Claude-3.5,Data Analysis Tool,904,276624,434824,0.9138,0.9115,0.0336,1439,5
2025-06-06,Gemini-Pro,Customer Support Bot,3152,769088,513776,0.8906,0.857,0.0349,1379,17
2025-06-06,Gemini-Pro,Content Generation,1658,1134072,1512096,0.8812,0.8667,0.0349,1184,8
2025-06-06,Gemini-Pro,Code Review Assistant,1208,536352,407096,0.8684,0.8582,0.0432,1247,4
2025-06-06,Gemini-Pro,Data Analysis Tool,818,287936,367282,0.8756,0.8544,0.0329,1482,3
2025-06-06,Custom Fine-tuned,Customer Support Bot,2941,826421,567613,0.9094,0.8903,0.0272,1516,18
2025-06-06,Custom Fine-tuned,Content Generation,1568,865536,1016064,0.9045,0.8711,0.021,1298,5
2025-06-06,Custom Fine-tuned,Code Review Assistant,1124,450724,393400,0.9044,0.8998,0.0263,1363,4
2025-06-06,Custom Fine-tuned,Data Analysis Tool,839,263446,292811,0.9027,0.8853,0.0207,1091,3
2025-06-07,GPT-4,Customer Support Bot,2850,629850,541500,0.9217,0.9176,0.028,1973,16
2025-06-07,GPT-4,Content Generation,1650,1079100,1204500,0.905,0.8996,0.0299,1798,5
2025-06-07,GPT-4,Code Review Assistant,1036,399896,331520,0.9192,0.9027,0.0241,1734,6
2025-06-07,GPT-4,Data Analysis Tool,653,181534,230509,0.9227,0.9138,0.0311,1551,4
2025-06-07,Claude-3.5,Customer Support Bot,3348,830304,502200,0.8886,0.8525,0.037,1441,16
2025-06-07,Claude-3.5,Content Generation,1385,837925,1422395,0.9027,0.8686,0.0269,1575,4
2025-06-07,Claude-3.5,Code Review Assistant,911,526558,411772,0.892,0.8676,0.0353,1613,5
2025-06-07,Claude-3.5,Data Analysis Tool,838,246372,348608,0.8965,0.8686,0.0394,1554,4
2025-06-07,Gemini-Pro,Customer Support Bot,2181,569241,453648,0.8967,0.8718,0.0324,1633,11
2025-06-07,Gemini-Pro,Content Generation,1647,1070550,1423008,0.8824,0.8629,0.0379,1395,6
2025-06-07,Gemini-Pro,Code Review Assistant,721,306425,245861,0.8766,0.8577,0.0416,1184,5
2025-06-07,Gemini-Pro,Data Analysis Tool,695,177920,314140,0.8939,0.8775,0.0453,1528,4
2025-06-07,Custom Fine-tuned,Customer Support Bot,2216,536272,421040,0.9205,0.9051,0.0261,1441,15
2025-06-07,Custom Fine-tuned,Content Generation,1093,791332,1111581,0.8963,0.8602,0.0326,1257,5
2025-06-07,Custom Fine-tuned,Code Review Assistant,1008,442512,386064,0.9162,0.8995,0.0227,1191,3
2025-06-07,Custom Fine-tuned,Data Analysis Tool,642,173982,296604,0.9068,0.8854,0.0274,956,3
2025-06-08,GPT-4,Customer Support Bot,2954,717822,401744,0.9236,0.9015,0.0328,1874,19
2025-06-08,GPT-4,Content Generation,1643,1008802,1495130,0.9042,0.8856,0.0254,2038,2
2025-06-08,GPT-4,Code Review Assistant,1168,460192,374928,0.9213,0.8902,0.0278,1804,4
2025-06-08,GPT-4,Data Analysis Tool,895,262235,290875,0.9148,0.9025,0.0288,1875,3
2025-06-08,Claude-3.5,Customer Support Bot,3044,867540,532700,0.8867,0.858,0.0517,1617,14
2025-06-08,Claude-3.5,Content Generation,1471,997338,1213575,0.9009,0.8903,0.0344,1282,11
2025-06-08,Claude-3.5,Code Review Assistant,858,332046,241956,0.8995,0.8825,0.0384,1649,5
2025-06-08,Claude-3.5,Data Analysis Tool,748,237864,217668,0.9057,0.8876,0.0276,1806,3
2025-06-08,Gemini-Pro,Customer Support Bot,2533,572458,734570,0.8894,0.8722,0.0325,1625,17
2025-06-08,Gemini-Pro,Content Generation,1454,869492,1621210,0.872,0.8301,0.0413,1335,4
2025-06-08,Gemini-Pro,Code Review Assistant,829,342377,189012,0.876,0.8587,0.0426,1276,4
2025-06-08,Gemini-Pro,Data Analysis Tool,787,284107,312439,0.8808,0.8589,0.0413,1492,3
2025-06-08,Custom Fine-tuned,Customer Support Bot,2528,642112,634528,0.9165,0.8933,0.0282,1308,12
2025-06-08,Custom Fine-tuned,Content Generation,1188,848232,420552,0.9091,0.8959,0.0305,995,6
2025-06-08,Custom Fine-tuned,Code Review Assistant,855,389880,310365,0.8897,0.8522,0.0203,1346,4
2025-06-08,Custom Fine-tuned,Data Analysis Tool,778,220952,525150,0.9102,0.8742,0.02,1104,1
2025-06-09,GPT-4,Customer Support Bot,4159,877549,790210,0.921,0.9042,0.0248,1536,19
2025-06-09,GPT-4,Content Generation,1773,1099260,1822644,0.917,0.9031,0.0305,1909,10
2025-06-09,GPT-4,Code Review Assistant,1241,536112,336311,0.9326,0.9062,0.0365,1691,6
2025-06-09,GPT-4,Data Analysis Tool,872,279912,404608,0.9053,0.892,0.0322,1634,5
2025-06-09,Claude-3.5,Customer Support Bot,3353,1009253,734307,0.8892,0.8656,0.0301,1410,18
2025-06-09,Claude-3.5,Content Generation,1604,792376,1355380,0.8982,0.8899,0.0458,1505,12
2025-06-09,Claude-3.5,Code Review Assistant,984,326688,426072,0.9176,0.9157,0.0307,1430,3
2025-06-09,Claude-3.5,Data Analysis Tool,939,291090,422550,0.886,0.8805,0.0435,1424,5
2025-06-09,Gemini-Pro,Customer Support Bot,3167,823420,674571,0.8815,0.8604,0.0428,1230,16
2025-06-09,Gemini-Pro,Content Generation,1698,1028988,1012008,0.8668,0.8384,0.0296,1522,10
2025-06-09,Gemini-Pro,Code Review Assistant,1140,310080,316920,0.8817,0.8616,0.041,1366,6
2025-06-09,Gemini-Pro,Data Analysis Tool,840,227640,451920,0.8757,0.8458,0.0338,1284,3
2025-06-09,Custom Fine-tuned,Customer Support Bot,3036,737748,455400,0.9179,0.8928,0.0214,1184,21
2025-06-09,Custom Fine-tuned,Content Generation,1312,577280,1035168,0.8979,0.8849,0.0283,1206,6
2025-06-09,Custom Fine-tuned,Code Review Assistant,1227,699390,404910,0.9135,0.9044,0.0252,1161,4
2025-06-09,Custom Fine-tuned,Data Analysis Tool,695,221010,280085,0.8842,0.8605,0.0275,1194,4
2025-06-10,GPT-4,Customer Support Bot,3057,507462,522747,0.9137,0.907,0.0344,1798,20
2025-06-10,GPT-4,Content Generation,2023,1343272,964971,0.9332,0.9005,0.0298,1858,7
2025-06-10,GPT-4,Code Review Assistant,1084,486716,441188,0.9103,0.9055,0.0397,1834,6
2025-06-10,GPT-4,Data Analysis Tool,1117,272548,605414,0.9101,0.9028,0.0267,1918,7
2025-06-10,Claude-3.5,Customer Support Bot,3779,1092131,612198,0.916,0.9045,0.0274,1406,21
2025-06-10,Claude-3.5,Content Generation,1798,1116558,1384460,0.9083,0.8804,0.0337,1534,12
2025-06-10,Claude-3.5,Code Review Assistant,1260,417060,486360,0.8912,0.8633,0.0288,1489,4
2025-06-10,Claude-3.5,Data Analysis Tool,947,202658,355125,0.8854,0.8713,0.033,1568,4
2025-06-10,Gemini-Pro,Customer Support Bot,3648,594624,908352,0.8746,0.8669,0.0401,1320,26
2025-06-10,Gemini-Pro,Content Generation,1662,1075314,900804,0.8708,0.8543,0.0398,1267,6
2025-06-10,Gemini-Pro,Code Review Assistant,1178,446462,500650,0.87,0.8631,0.0343,1688,4
2025-06-10,Gemini-Pro,Data Analysis Tool,685,238380,287015,0.8775,0.834,0.0397,1551,3
2025-06-10,Custom Fine-tuned,Customer Support Bot,3090,893010,716880,0.9096,0.8954,0.0219,1249,17
2025-06-10,Custom Fine-tuned,Content Generation,1594,1133334,1802814,0.9185,0.8852,0.0339,1105,9
2025-06-10,Custom Fine-tuned,Code Review Assistant,951,351870,447921,0.9002,0.8759,0.0183,1429,6
2025-06-10,Custom Fine-tuned,Data Analysis Tool,780,218400,370500,0.9258,0.906,0.0257,1525,2
2025-06-11,GPT-4,Customer Support Bot,3453,721677,666429,0.9242,0.8927,0.0321,2125,19
2025-06-11,GPT-4,Content Generation,1857,1394607,2196831,0.9253,0.9007,0.0245,1717,10
2025-06-11,GPT-4,Code Review Assistant,1315,561505,460250,0.9136,0.8883,0.0317,2078,8
2025-06-11,GPT-4,Data Analysis Tool,1017,287811,410868,0.9125,0.8973,0.0291,1736,6
2025-06-11,Claude-3.5,Customer Support Bot,3134,1009148,567254,0.9015,0.8752,0.0372,1329,21
2025-06-11,Claude-3.5,Content Generation,2025,1089450,1650375,0.9004,0.8947,0.0363,1281,10
2025-06-11,Claude-3.5,Code Review Assistant,1210,329120,266200,0.9082,0.8849,0.0321,1351,8
2025-06-11,Claude-3.5,Data Analysis Tool,952,277984,657832,0.894,0.8691,0.0438,1490,2
2025-06-11,Gemini-Pro,Customer Support Bot,3330,699300,542790,0.8798,0.8647,0.0422,1029,21
2025-06-11,Gemini-Pro,Content Generation,1439,984276,1145444,0.8922,0.8673,0.0423,1399,6
2025-06-11,Gemini-Pro,Code Review Assistant,1061,369228,415912,0.8786,0.8584,0.0406,1563,5
2025-06-11,Gemini-Pro,Data Analysis Tool,780,248820,375180,0.889,0.8665,0.0373,1331,4
2025-06-11,Custom Fine-tuned,Customer Support Bot,2773,826354,366036,0.9178,0.8863,0.0183,1482,7
2025-06-11,Custom Fine-tuned,Content Generation,1555,881685,1289095,0.9163,0.9134,0.0202,1077,9
2025-06-11,Custom Fine-tuned,Code Review Assistant,984,572688,277488,0.9215,0.8902,0.0216,1276,5
2025-06-11,Custom Fine-tuned,Data Analysis Tool,768,298752,304128,0.9123,0.8907,0.026,1031,3
2025-06-12,GPT-4,Customer Support Bot,3432,1170312,569712,0.9318,0.9195,0.0336,1797,12
2025-06-12,GPT-4,Content Generation,1749,767811,1117611,0.9052,0.8793,0.0366,1892,10
2025-06-12,GPT-4,Code Review Assistant,1250,608750,383750,0.9211,0.9008,0.0333,1601,12
2025-06-12,GPT-4,Data Analysis Tool,935,332860,497420,0.9204,0.8952,0.0302,1574,3
2025-06-12,Claude-3.5,Customer Support Bot,3559,1049905,694005,0.8861,0.8678,0.0406,1715,22
2025-06-12,Claude-3.5,Content Generation,1935,1756980,1582830,0.8869,0.8652,0.0323,1593,5
2025-06-12,Claude-3.5,Code Review Assistant,1212,596304,534492,0.9086,0.8861,0.024,1638,7
2025-06-12,Claude-3.5,Data Analysis Tool,724,191860,249056,0.8798,0.8615,0.0354,1380,6
2025-06-12,Gemini-Pro,Customer Support Bot,3646,696386,648988,0.881,0.8633,0.0358,1336,17
2025-06-12,Gemini-Pro,Content Generation,1968,1247712,1723968,0.8854,0.8637,0.0434,1387,8
2025-06-12,Gemini-Pro,Code Review Assistant,1235,576745,411255,0.8877,0.8695,0.0393,1405,5
2025-06-12,Gemini-Pro,Data Analysis Tool,941,286064,434742,0.8655,0.8453,0.0391,1363,3
2025-06-12,Custom Fine-tuned,Customer Support Bot,2918,735336,595272,0.9004,0.8779,0.023,1211,19
2025-06-12,Custom Fine-tuned,Content Generation,1464,929640,1570872,0.9192,0.8884,0.0274,1308,10
2025-06-12,Custom Fine-tuned,Code Review Assistant,1104,512256,302496,0.895,0.8667,0.0259,1210,4
2025-06-12,Custom Fine-tuned,Data Analysis Tool,638,175450,259028,0.8936,0.8646,0.0326,996,2
2025-06-13,GPT-4,Customer Support Bot,3819,794352,866913,0.9229,0.9115,0.0412,1860,18
2025-06-13,GPT-4,Content Generation,1707,896175,1739433,0.9202,0.8874,0.0324,2027,2
2025-06-13,GPT-4,Code Review Assistant,1236,526536,360912,0.9124,0.8798,0.0322,2157,8
2025-06-13,GPT-4,Data Analysis Tool,904,245888,342616,0.9151,0.8969,0.0194,1691,3
2025-06-13,Claude-3.5,Customer Support Bot,3453,908139,687147,0.8942,0.8695,0.0253,1413,12
2025-06-13,Claude-3.5,Content Generation,1912,1307808,1760952,0.8987,0.8687,0.0324,1387,5
2025-06-13,Claude-3.5,Code Review Assistant,1148,373100,335216,0.8913,0.8939,0.0354,1660,5
2025-06-13,Claude-3.5,Data Analysis Tool,859,250828,368511,0.8937,0.8696,0.0362,1509,4
2025-06-13,Gemini-Pro,Customer Support Bot,3089,713559,787695,0.8856,0.8563,0.0444,1583,17
2025-06-13,Gemini-Pro,Content Generation,1398,863964,1076460,0.8968,0.8751,0.0447,1305,7
2025-06-13,Gemini-Pro,Code Review Assistant,1157,391066,433875,0.8777,0.846,0.0419,1291,4
2025-06-13,Gemini-Pro,Data Analysis Tool,742,189952,330190,0.8723,0.8624,0.0361,1415,2
2025-06-13,Custom Fine-tuned,Customer Support Bot,3675,981225,624750,0.9142,0.8844,0.0276,1349,17
2025-06-13,Custom Fine-tuned,Content Generation,1248,628992,1030848,0.9133,0.8961,0.0202,1238,5
2025-06-13,Custom Fine-tuned,Code Review Assistant,1152,523008,322560,0.8994,0.869,0.023,1195,4
2025-06-13,Custom Fine-tuned,Data Analysis Tool,811,257898,272496,0.9217,0.906,0.0105,1325,5
2025-06-14,GPT-4,Customer Support Bot,3437,848939,694274,0.9234,0.9125,0.0455,2001,20
2025-06-14,GPT-4,Content Generation,1590,836340,1480290,0.9214,0.8999,0.0239,1812,5
2025-06-14,GPT-4,Code Review Assistant,955,382955,383910,0.9195,0.9105,0.0277,1830,5
2025-06-14,GPT-4,Data Analysis Tool,804,288636,402804,0.9206,0.9208,0.0328,1867,4
2025-06-14,Claude-3.5,Customer Support Bot,2446,702002,339994,0.904,0.882,0.0332,1350,13
2025-06-14,Claude-3.5,Content Generation,1804,979572,1858120,0.9035,0.8832,0.0316,1619,10
2025-06-14,Claude-3.5,Code Review Assistant,1019,370916,297548,0.9076,0.8849,0.0337,1487,5
2025-06-14,Claude-3.5,Data Analysis Tool,638,227766,293480,0.898,0.8726,0.0372,1535,3
2025-06-14,Gemini-Pro,Customer Support Bot,2941,882300,691135,0.8784,0.8631,0.0348,1650,13
2025-06-14,Gemini-Pro,Content Generation,1166,734580,959618,0.8648,0.8505,0.043,1325,10
2025-06-14,Gemini-Pro,Code Review Assistant,900,312300,395100,0.8763,0.85,0.0368,1506,2
2025-06-14,Gemini-Pro,Data Analysis Tool,831,270075,421317,0.8887,0.8597,0.0488,1581,4
2025-06-14,Custom Fine-tuned,Customer Support Bot,2362,658998,375558,0.9063,0.8752,0.0095,1260,9
2025-06-14,Custom Fine-tuned,Content Generation,1385,970885,867010,0.9204,0.8987,0.0351,1314,8
2025-06-14,Custom Fine-tuned,Code Review Assistant,842,374690,205448,0.9058,0.8808,0.016,1094,5
2025-06-14,Custom Fine-tuned,Data Analysis Tool,669,205383,187320,0.9063,0.8949,0.0215,1101,3
2025-06-15,GPT-4,Customer Support Bot,2864,489744,538432,0.9091,0.8906,0.0302,1657,14
2025-06-15,GPT-4,Content Generation,1830,1178520,924150,0.9074,0.8739,0.0301,1660,1
2025-06-15,GPT-4,Code Review Assistant,1120,482720,343840,0.9243,0.8891,0.026,1830,4
2025-06-15,GPT-4,Data Analysis Tool,660,234300,298980,0.9151,0.892,0.0305,1910,4
2025-06-15,Claude-3.5,Customer Support Bot,2638,664776,717536,0.9135,0.8819,0.0393,1619,15
2025-06-15,Claude-3.5,Content Generation,1421,679238,1152431,0.8918,0.8705,0.0299,1391,12
2025-06-15,Claude-3.5,Code Review Assistant,1029,335454,226380,0.8918,0.8644,0.0424,1550,6
2025-06-15,Claude-3.5,Data Analysis Tool,700,253400,275100,0.9141,0.9119,0.0369,1231,2
2025-06-15,Gemini-Pro,Customer Support Bot,3063,762687,336930,0.8838,0.8627,0.0376,1177,23
2025-06-15,Gemini-Pro,Content Generation,1370,772680,763090,0.867,0.8674,0.0471,1328,6
2025-06-15,Gemini-Pro,Code Review Assistant,816,355776,306816,0.8975,0.8807,0.0468,1365,4
2025-06-15,Gemini-Pro,Data Analysis Tool,850,298350,395250,0.882,0.8839,0.0476,1486,6
2025-06-15,Custom Fine-tuned,Customer Support Bot,2711,623530,731970,0.9255,0.9047,0.0247,1430,20
2025-06-15,Custom Fine-tuned,Content Generation,1662,992214,1271430,0.9187,0.8985,0.0229,1212,11
2025-06-15,Custom Fine-tuned,Code Review Assistant,738,311436,222138,0.9187,0.8878,0.0281,1420,4
2025-06-15,Custom Fine-tuned,Data Analysis Tool,621,208656,389367,0.9031,0.8802,0.0339,1117,2
2025-06-16,GPT-4,Customer Support Bot,3844,1091696,618884,0.9243,0.9119,0.0261,1576,13
2025-06-16,GPT-4,Content Generation,1941,1364523,1094724,0.9235,0.914,0.0236,1894,7
2025-06-16,GPT-4,Code Review Assistant,1328,483392,434256,0.8978,0.8931,0.0348,1923,6
2025-06-16,GPT-4,Data Analysis Tool,1034,279180,422906,0.9431,0.9192,0.0256,1911,6
2025-06-16,Claude-3.5,Customer Support Bot,3504,925056,735840,0.8995,0.8713,0.0426,1303,22
2025-06-16,Claude-3.5,Content Generation,1875,1312500,1471875,0.8813,0.8737,0.035,1351,7
2025-06-16,Claude-3.5,Code Review Assistant,1112,404768,203496,0.907,0.8875,0.046,1590,5
2025-06-16,Claude-3.5,Data Analysis Tool,839,255056,374194,0.8916,0.8726,0.0436,1276,5
2025-06-16,Gemini-Pro,Customer Support Bot,3842,1006604,710770,0.8775,0.8754,0.0406,1228,14
2025-06-16,Gemini-Pro,Content Generation,1507,916256,1277936,0.8602,0.8465,0.0401,1484,7
2025-06-16,Gemini-Pro,Code Review Assistant,1061,389387,323605,0.8817,0.8623,0.0519,1288,4
2025-06-16,Gemini-Pro,Data Analysis Tool,773,269777,182428,0.8747,0.8503,0.0446,1355,2
2025-06-16,Custom Fine-tuned,Customer Support Bot,3325,854525,555275,0.9146,0.9206,0.0227,1311,24
2025-06-16,Custom Fine-tuned,Content Generation,1585,702155,1886150,0.9053,0.8945,0.0286,1194,6
2025-06-16,Custom Fine-tuned,Code Review Assistant,1211,553427,588546,0.9106,0.901,0.0262,1159,5
2025-06-16,Custom Fine-tuned,Data Analysis Tool,790,208560,386310,0.9117,0.8841,0.0262,1451,3
2025-06-17,GPT-4,Customer Support Bot,4323,1288254,1063458,0.9169,0.8942,0.0308,1602,24
2025-06-17,GPT-4,Content Generation,1849,1279508,1120494,0.9363,0.9115,0.0338,1789,8
2025-06-17,GPT-4,Code Review Assistant,1417,575302,510120,0.9202,0.8855,0.0385,1744,7
