Date,Model,UseCase,TimeSavedHours,ValueGeneratedUSD,CostAvoidedUSD,RiskIncidents,CSATDeltaPct
2025-06-03,Custom Fine-tuned,Code Review Assistant,41.69,1876.18,7.44,0,0.0128
2025-06-03,Custom Fine-tuned,Content Generation,96.93,4362.0,12.86,0,0.0233
2025-06-03,Custom Fine-tuned,Customer Support Bot,168.7,7591.3,27.6,0,0.032
2025-06-03,Custom Fine-tuned,Data Analysis Tool,57.48,2586.58,6.04,0,0.0211
2025-06-03,GPT-4,Code Review Assistant,56.4,2537.9,6.83,0,0.009
2025-06-03,GPT-4,Content Generation,118.76,5344.35,8.46,1,0.0172
2025-06-03,GPT-4,Customer Support Bot,175.36,7891.34,22.39,0,0.0301
2025-06-03,GPT-4,Data Analysis Tool,52.8,2375.93,5.3,0,0.0297
2025-06-03,Gemini-Pro,Code Review Assistant,43.03,1936.15,3.99,0,0.0237
2025-06-03,Gemini-Pro,Content Generation,106.84,4807.62,6.74,0,0.0389
2025-06-03,Gemini-Pro,Customer Support Bot,178.6,8037.09,20.37,0,0.0201
2025-06-03,Gemini-Pro,Data Analysis Tool,58.89,2650.21,2.72,0,0.0166
2025-06-04,Claude-3.5,Code Review Assistant,54.12,2435.28,9.45,0,0.0168
2025-06-04,Claude-3.5,Content Generation,111.58,5020.9,6.41,0,0.0177
2025-06-04,Claude-3.5,Customer Support Bot,172.48,7761.62,19.86,0,0.0181
2025-06-04,Claude-3.5,Data Analysis Tool,55.34,2490.11,3.74,0,0.0259
2025-06-04,Custom Fine-tuned,Code Review Assistant,42.57,1915.44,7.5,0,0.0291
2025-06-04,Custom Fine-tuned,Content Generation,82.51,3712.83,10.59,0,0.0192
2025-06-04,Custom Fine-tuned,Customer Support Bot,163.62,7362.68,29.75,0,0.0366
2025-06-04,Custom Fine-tuned,Data Analysis Tool,62.53,2813.73,6.82,0,0.0235
2025-06-04,GPT-4,Code Review Assistant,40.85,1838.42,6.01,0,0.0258
2025-06-04,GPT-4,Content Generation,113.85,5123.08,14.9,0,0.0346
2025-06-04,GPT-4,Customer Support Bot,170.85,7688.22,15.54,0,0.0156
2025-06-04,GPT-4,Data Analysis Tool,64.05,2882.4,7.27,0,0.0275
2025-06-04,Gemini-Pro,Code Review Assistant,40.21,1809.59,2.37,0,0.0111
2025-06-04,Gemini-Pro,Content Generation,92.13,4146.07,2.43,0,0.0085
2025-06-04,Gemini-Pro,Customer Support Bot,147.65,6644.41,8.91,0,0.0339
2025-06-04,Gemini-Pro,Data Analysis Tool,55.96,2518.18,1.3,0,0.036
2025-06-05,Claude-3.5,Code Review Assistant,46.52,2093.33,6.11,0,0.0238
2025-06-05,Claude-3.5,Content Generation,103.88,4674.73,7.6,0,0.0153
2025-06-05,Claude-3.5,Customer Support Bot,177.75,7998.65,14.62,0,0.025
2025-06-05,Claude-3.5,Data Analysis Tool,52.14,2346.27,4.5,0,0.0211
2025-06-05,Custom Fine-tuned,Code Review Assistant,46.46,2090.77,10.5,0,0.0305
2025-06-05,Custom Fine-tuned,Content Generation,109.73,4938.0,9.31,0,0.0217
2025-06-05,Custom Fine-tuned,Customer Support Bot,143.77,6469.63,22.08,0,0.0206
2025-06-05,Custom Fine-tuned,Data Analysis Tool,47.17,2122.43,4.87,0,0.0116
2025-06-05,GPT-4,Code Review Assistant,46.85,2108.28,6.26,0,0.0189
2025-06-05,GPT-4,Content Generation,110.94,4992.39,10.47,0,0.0214
2025-06-05,GPT-4,Customer Support Bot,171.21,7704.37,16.99,0,0.0267
2025-06-05,GPT-4,Data Analysis Tool,56.18,2527.9,3.62,0,0.0172
2025-06-05,Gemini-Pro,Code Review Assistant,48.19,2168.34,4.02,0,0.0356
2025-06-05,Gemini-Pro,Content Generation,116.4,5238.12,6.05,0,0.0181
2025-06-05,Gemini-Pro,Customer Support Bot,120.33,5415.04,10.94,0,0.0061
2025-06-05,Gemini-Pro,Data Analysis Tool,55.03,2476.54,3.39,0,0.0164
2025-06-06,Claude-3.5,Code Review Assistant,49.22,2214.84,4.19,0,0.028
2025-06-06,Claude-3.5,Content Generation,117.19,5273.57,12.47,0,0.0179
2025-06-06,Claude-3.5,Customer Support Bot,174.23,7840.19,15.83,0,0.0126
2025-06-06,Claude-3.5,Data Analysis Tool,59.7,2686.57,4.77,0,0.0178
2025-06-06,Custom Fine-tuned,Code Review Assistant,46.18,2078.23,7.58,0,0.0147
2025-06-06,Custom Fine-tuned,Content Generation,96.64,4348.97,12.23,0,0.0262
2025-06-06,Custom Fine-tuned,Customer Support Bot,145.36,6541.23,19.29,0,0.0149
2025-06-06,Custom Fine-tuned,Data Analysis Tool,55.11,2479.99,6.59,1,0.003
2025-06-06,GPT-4,Code Review Assistant,42.63,1918.43,5.94,0,0.0131
2025-06-06,GPT-4,Content Generation,110.9,4990.35,11.28,0,0.0178
2025-06-06,GPT-4,Customer Support Bot,168.43,7579.16,23.82,0,0.0039
2025-06-06,GPT-4,Data Analysis Tool,62.42,2809.1,6.53,0,0.03
2025-06-06,Gemini-Pro,Code Review Assistant,48.76,2194.4,4.06,1,0.0267
2025-06-06,Gemini-Pro,Content Generation,101.03,4546.43,8.32,0,0.031
2025-06-06,Gemini-Pro,Customer Support Bot,154.37,6946.53,15.82,1,0.0109
2025-06-06,Gemini-Pro,Data Analysis Tool,53.02,2385.99,4.43,0,0.0303
2025-06-07,Claude-3.5,Code Review Assistant,37.21,1674.24,4.5,0,0.0179
2025-06-07,Claude-3.5,Content Generation,85.29,3838.04,9.17,0,0.0143
2025-06-07,Claude-3.5,Customer Support Bot,163.81,7371.25,15.4,0,0.0246
2025-06-07,Claude-3.5,Data Analysis Tool,54.88,2469.55,3.45,0,0.0239
2025-06-07,Custom Fine-tuned,Code Review Assistant,41.65,1874.46,7.52,0,0.0216
2025-06-07,Custom Fine-tuned,Content Generation,67.1,3019.42,5.99,1,0.0057
2025-06-07,Custom Fine-tuned,Customer Support Bot,110.12,4955.29,15.02,0,0.0132
2025-06-07,Custom Fine-tuned,Data Analysis Tool,42.25,1901.47,4.19,0,0.026
2025-06-07,GPT-4,Code Review Assistant,42.87,1929.32,7.44,0,0.0244
2025-06-07,GPT-4,Content Generation,101.72,4577.51,9.93,1,0.0266
2025-06-07,GPT-4,Customer Support Bot,141.7,6376.69,18.24,1,0.0176
2025-06-07,GPT-4,Data Analysis Tool,43.31,1949.0,3.77,1,0.0184
2025-06-07,Gemini-Pro,Code Review Assistant,29.22,1315.06,2.65,0,0.0185
2025-06-07,Gemini-Pro,Content Generation,100.42,4518.94,7.28,0,0.0281
2025-06-07,Gemini-Pro,Customer Support Bot,107.13,4820.96,12.04,1,0.0149
2025-06-07,Gemini-Pro,Data Analysis Tool,45.46,2045.54,2.04,1,0.0286
2025-06-08,Claude-3.5,Code Review Assistant,35.17,1582.62,3.71,0,0.0093
2025-06-08,Claude-3.5,Content Generation,90.51,4072.78,7.53,0,0.0257
2025-06-08,Claude-3.5,Customer Support Bot,148.79,6695.69,5.05,0,0.0204
2025-06-08,Claude-3.5,Data Analysis Tool,49.21,2214.24,4.85,1,0.0121
2025-06-08,Custom Fine-tuned,Code Review Assistant,34.88,1569.55,6.79,0,0.0224
2025-06-08,Custom Fine-tuned,Content Generation,73.39,3302.38,7.01,0,0.021
2025-06-08,Custom Fine-tuned,Customer Support Bot,125.38,5642.04,16.08,0,0.0435
2025-06-08,Custom Fine-tuned,Data Analysis Tool,51.29,2308.08,6.22,0,0.0389
2025-06-08,GPT-4,Code Review Assistant,48.39,2177.35,7.52,0,0.0305
2025-06-08,GPT-4,Content Generation,101.25,4556.32,11.37,0,0.0199
2025-06-08,GPT-4,Customer Support Bot,147.01,6615.45,16.07,0,0.0266
2025-06-08,GPT-4,Data Analysis Tool,59.14,2661.11,5.58,0,0.0069
2025-06-08,Gemini-Pro,Code Review Assistant,33.59,1511.6,2.88,0,0.0277
2025-06-08,Gemini-Pro,Content Generation,88.2,3968.98,5.44,0,0.0117
2025-06-08,Gemini-Pro,Customer Support Bot,123.98,5579.06,13.93,0,0.0349
2025-06-08,Gemini-Pro,Data Analysis Tool,51.14,2301.47,2.94,0,0.0011
2025-06-09,Claude-3.5,Code Review Assistant,40.69,1831.07,5.77,0,0.0167
2025-06-09,Claude-3.5,Content Generation,98.56,4435.17,4.56,0,0.0219
2025-06-09,Claude-3.5,Customer Support Bot,164.1,7384.43,20.05,1,0.0341
2025-06-09,Claude-3.5,Data Analysis Tool,61.18,2753.0,3.1,0,0.0353
2025-06-09,Custom Fine-tuned,Code Review Assistant,50.64,2278.72,8.54,0,0.0219
2025-06-09,Custom Fine-tuned,Content Generation,80.61,3627.24,8.32,1,0.0245
2025-06-09,Custom Fine-tuned,Customer Support Bot,150.68,6780.4,23.44,0,0.0238
2025-06-09,Custom Fine-tuned,Data Analysis Tool,45.24,2035.83,4.52,0,0.0146
2025-06-09,GPT-4,Code Review Assistant,51.69,2326.06,5.83,0,0.0353
2025-06-09,GPT-4,Content Generation,109.94,4947.47,10.46,0,0.0261
2025-06-09,GPT-4,Customer Support Bot,206.72,9302.35,29.28,0,0.0187
2025-06-09,GPT-4,Data Analysis Tool,57.35,2580.8,4.85,0,0.0277
2025-06-09,Gemini-Pro,Code Review Assistant,46.32,2084.52,4.33,0,0.013
2025-06-09,Gemini-Pro,Content Generation,102.74,4623.11,10.32,0,0.0117
2025-06-09,Gemini-Pro,Customer Support Bot,154.41,6948.46,10.89,1,0.0248
2025-06-09,Gemini-Pro,Data Analysis Tool,54.45,2450.29,4.4,0,0.0129
2025-06-10,Claude-3.5,Code Review Assistant,51.44,2314.72,7.86,0,0.0325
2025-06-10,Claude-3.5,Content Generation,111.02,4996.11,9.46,0,0.0295
2025-06-10,Claude-3.5,Customer Support Bot,187.38,8432.01,24.64,0,0.0165
2025-06-10,Claude-3.5,Data Analysis Tool,61.68,2775.63,5.11,0,0.0093
2025-06-10,Custom Fine-tuned,Code Review Assistant,38.99,1754.77,7.93,0,0.0166
2025-06-10,Custom Fine-tuned,Content Generation,98.92,4451.21,8.32,0,0.0318
2025-06-10,Custom Fine-tuned,Customer Support Bot,152.74,6873.3,23.55,0,0.0028
2025-06-10,Custom Fine-tuned,Data Analysis Tool,51.81,2331.54,5.35,0,0.01
2025-06-10,GPT-4,Code Review Assistant,44.67,2010.03,4.4,0,0.0095
2025-06-10,GPT-4,Content Generation,126.43,5689.32,12.22,0,0.0299
2025-06-10,GPT-4,Customer Support Bot,151.41,6813.43,15.65,0,0.0218
2025-06-10,GPT-4,Data Analysis Tool,73.64,3313.63,7.44,1,0.0006
2025-06-10,Gemini-Pro,Code Review Assistant,47.59,2141.6,6.05,0,0.0078
2025-06-10,Gemini-Pro,Content Generation,100.76,4534.07,6.71,1,0.0227
2025-06-10,Gemini-Pro,Customer Support Bot,177.26,7976.6,14.52,0,0.0192
2025-06-10,Gemini-Pro,Data Analysis Tool,44.44,1999.93,2.78,0,0.0238
2025-06-11,Claude-3.5,Code Review Assistant,49.81,2241.38,6.75,0,0.0143
2025-06-11,Claude-3.5,Content Generation,124.56,5605.28,9.6,0,0.0247
2025-06-11,Claude-3.5,Customer Support Bot,154.31,6943.75,14.29,1,0.0284
2025-06-11,Claude-3.5,Data Analysis Tool,62.27,2802.08,3.08,0,0.0236
2025-06-11,Custom Fine-tuned,Code Review Assistant,40.77,1834.52,7.56,1,0.0401
2025-06-11,Custom Fine-tuned,Content Generation,96.39,4337.68,12.38,0,0.0139
2025-06-11,Custom Fine-tuned,Customer Support Bot,137.62,6192.73,23.13,0,0.0248
2025-06-11,Custom Fine-tuned,Data Analysis Tool,50.68,2280.74,5.22,0,0.0351
2025-06-11,GPT-4,Code Review Assistant,54.27,2442.27,7.44,0,0.0369
2025-06-11,GPT-4,Content Generation,115.61,5202.67,13.18,1,0.0248
2025-06-11,GPT-4,Customer Support Bot,171.89,7735.19,19.27,1,0.0191
2025-06-11,GPT-4,Data Analysis Tool,67.12,3020.49,6.29,0,0.0246
2025-06-11,Gemini-Pro,Code Review Assistant,43.05,1937.11,4.12,0,0.0138
2025-06-11,Gemini-Pro,Content Generation,88.16,3967.28,5.09,0,0.0135
2025-06-11,Gemini-Pro,Customer Support Bot,162.22,7299.97,11.85,1,0.0055
2025-06-11,Gemini-Pro,Data Analysis Tool,50.89,2290.2,3.54,0,0.0206
2025-06-12,Claude-3.5,Code Review Assistant,49.9,2245.52,8.73,0,0.0374
2025-06-12,Claude-3.5,Content Generation,118.24,5320.89,10.72,0,0.0022
2025-06-12,Claude-3.5,Customer Support Bot,173.92,7826.2,13.81,1,0.0127
2025-06-12,Claude-3.5,Data Analysis Tool,47.03,2116.19,3.56,0,0.0235
2025-06-12,Custom Fine-tuned,Code Review Assistant,45.15,2031.91,7.53,0,0.0219
2025-06-12,Custom Fine-tuned,Content Generation,90.88,4089.57,9.55,0,0.0282
2025-06-12,Custom Fine-tuned,Customer Support Bot,143.59,6461.71,21.59,0,0.0139
2025-06-12,Custom Fine-tuned,Data Analysis Tool,41.72,1877.5,3.5,0,0.0092
2025-06-12,GPT-4,Code Review Assistant,51.78,2329.99,6.67,0,0.0121
2025-06-12,GPT-4,Content Generation,107.84,4852.64,8.19,0,0.0055
2025-06-12,GPT-4,Customer Support Bot,171.47,7716.32,18.12,0,0.0163
2025-06-12,GPT-4,Data Analysis Tool,61.95,2787.59,5.57,0,0.0181
2025-06-12,Gemini-Pro,Code Review Assistant,50.33,2264.9,5.11,0,0.0174
2025-06-12,Gemini-Pro,Content Generation,120.17,5407.65,6.53,0,0.0094
2025-06-12,Gemini-Pro,Customer Support Bot,177.72,7997.43,17.65,0,0.0319
2025-06-12,Gemini-Pro,Data Analysis Tool,60.69,2731.08,3.93,0,0.0263
2025-06-13,Claude-3.5,Code Review Assistant,46.87,2109.07,5.65,0,0.0231
2025-06-13,Claude-3.5,Content Generation,117.51,5288.1,10.55,0,-0.0059
2025-06-13,Claude-3.5,Customer Support Bot,169.41,7623.31,23.96,0,0.0136
2025-06-13,Claude-3.5,Data Analysis Tool,56.18,2527.98,4.09,0,0.0095
2025-06-13,Custom Fine-tuned,Code Review Assistant,47.22,2124.82,8.52,0,0.0107
2025-06-13,Custom Fine-tuned,Content Generation,77.25,3476.25,9.93,0,0.024
2025-06-13,Custom Fine-tuned,Customer Support Bot,182.06,8192.81,23.81,1,0.0246
2025-06-13,Custom Fine-tuned,Data Analysis Tool,53.76,2419.41,8.03,0,0.0199
2025-06-13,GPT-4,Code Review Assistant,50.98,2294.21,6.87,0,0.0383
2025-06-13,GPT-4,Content Generation,106.01,4770.67,9.42,0,0.013
2025-06-13,GPT-4,Customer Support Bot,189.99,8549.72,14.36,0,0.036
2025-06-13,GPT-4,Data Analysis Tool,59.74,2688.26,7.34,0,0.0246
2025-06-13,Gemini-Pro,Code Review Assistant,46.92,2111.44,4.19,0,0.0111
2025-06-13,Gemini-Pro,Content Generation,85.84,3862.93,4.28,0,0.0273
2025-06-13,Gemini-Pro,Customer Support Bot,150.91,6791.01,9.64,1,0.0176
2025-06-13,Gemini-Pro,Data Analysis Tool,48.02,2160.79,3.55,0,0.0022
2025-06-14,Claude-3.5,Code Review Assistant,41.93,1887.02,5.36,0,0.025
2025-06-14,Claude-3.5,Content Generation,111.14,5001.09,10.25,0,-0.0023
2025-06-14,Claude-3.5,Customer Support Bot,120.58,5426.01,13.11,0,0.0045
2025-06-14,Claude-3.5,Data Analysis Tool,41.81,1881.54,2.91,0,0.0229
2025-06-14,Custom Fine-tuned,Code Review Assistant,34.62,1557.89,7.41,0,0.0269
2025-06-14,Custom Fine-tuned,Content Generation,86.03,3871.13,6.9,0,0.014
2025-06-14,Custom Fine-tuned,Customer Support Bot,116.57,5245.54,23.86,0,0.0215
2025-06-14,Custom Fine-tuned,Data Analysis Tool,44.02,1980.96,5.15,0,0.0
2025-06-14,GPT-4,Code Review Assistant,39.53,1778.74,6.17,1,0.0305
2025-06-14,GPT-4,Content Generation,98.81,4446.26,11.48,0,0.0249
2025-06-14,GPT-4,Customer Support Bot,171.03,7696.38,9.97,0,0.0209
2025-06-14,GPT-4,Data Analysis Tool,53.27,2397.26,4.37,0,0.0501
2025-06-14,Gemini-Pro,Code Review Assistant,36.47,1641.3,4.18,0,0.0198
2025-06-14,Gemini-Pro,Content Generation,70.48,3171.5,3.96,0,0.026
2025-06-14,Gemini-Pro,Customer Support Bot,143.17,6442.77,14.82,0,0.0117
2025-06-14,Gemini-Pro,Data Analysis Tool,54.21,2439.59,1.86,0,0.0351
2025-06-15,Claude-3.5,Code Review Assistant,42.02,1890.91,3.62,0,0.0197
2025-06-15,Claude-3.5,Content Generation,87.04,3916.89,8.55,0,0.0066
2025-06-15,Claude-3.5,Customer Support Bot,130.64,5878.99,10.92,0,0.018
2025-06-15,Claude-3.5,Data Analysis Tool,46.24,2080.61,3.23,0,0.0233
2025-06-15,Custom Fine-tuned,Code Review Assistant,30.53,1374.03,4.71,0,0.0233
2025-06-15,Custom Fine-tuned,Content Generation,103.15,4641.54,12.33,0,0.0212
2025-06-15,Custom Fine-tuned,Customer Support Bot,135.04,6076.81,19.14,0,0.0236
2025-06-15,Custom Fine-tuned,Data Analysis Tool,40.8,1835.96,3.24,0,0.0106
2025-06-15,GPT-4,Code Review Assistant,46.46,2090.89,7.62,0,0.0231
2025-06-15,GPT-4,Content Generation,112.95,5082.81,10.94,0,0.0162
2025-06-15,GPT-4,Customer Support Bot,141.53,6369.04,17.07,0,0.0263
2025-06-15,GPT-4,Data Analysis Tool,43.61,1962.67,3.89,1,0.0227
2025-06-15,Gemini-Pro,Code Review Assistant,33.42,1503.68,2.15,0,0.0148
2025-06-15,Gemini-Pro,Content Generation,82.9,3730.44,3.53,0,0.0125
2025-06-15,Gemini-Pro,Customer Support Bot,149.51,6727.89,13.72,0,0.0141
2025-06-15,Gemini-Pro,Data Analysis Tool,55.27,2487.17,2.11,0,0.0238
2025-06-16,Claude-3.5,Code Review Assistant,45.75,2058.65,3.11,0,0.0027
2025-06-16,Claude-3.5,Content Generation,114.26,5141.73,9.37,0,-0.0032
2025-06-16,Claude-3.5,Customer Support Bot,172.35,7755.96,12.19,1,0.005
2025-06-16,Claude-3.5,Data Analysis Tool,54.81,2466.58,2.75,0,0.0209
2025-06-16,Custom Fine-tuned,Code Review Assistant,49.91,2245.85,8.19,0,0.0145
2025-06-16,Custom Fine-tuned,Content Generation,97.73,4397.83,9.95,0,0.0119
2025-06-16,Custom Fine-tuned,Customer Support Bot,164.76,7413.98,24.8,0,0.0298
2025-06-16,Custom Fine-tuned,Data Analysis Tool,52.12,2345.39,5.34,0,0.0188
2025-06-16,GPT-4,Code Review Assistant,54.39,2447.53,6.69,0,0.0245
2025-06-16,GPT-4,Content Generation,120.74,5433.3,14.13,0,0.0274
2025-06-16,GPT-4,Customer Support Bot,191.37,8611.5,26.06,0,0.0316
2025-06-16,GPT-4,Data Analysis Tool,69.26,3116.54,7.11,0,0.0245
2025-06-16,Gemini-Pro,Code Review Assistant,43.11,1940.07,1.72,0,0.0144
2025-06-16,Gemini-Pro,Content Generation,90.88,4089.65,6.0,0,0.0045
2025-06-16,Gemini-Pro,Customer Support Bot,186.95,8412.83,14.91,0,0.0229
2025-06-16,Gemini-Pro,Data Analysis Tool,50.08,2253.73,2.38,0,0.0367
2025-06-17,Claude-3.5,Code Review Assistant,54.83,2467.56,9.77,0,0.0126
2025-06-17,Claude-3.5,Content Generation,115.17,5182.55,8.12,0,0.0279
2025-06-17,Claude-3.5,Customer Support Bot,151.13,6800.85,11.42,0,0.0375
2025-06-17,Claude-3.5,Data Analysis Tool,51.33,2309.79,2.87,0,0.0159
2025-06-17,Custom Fine-tuned,Code Review Assistant,38.65,1739.22,6.03,0,0.032
2025-06-17,Custom Fine-tuned,Content Generation,108.74,4893.38,13.7,0,0.0065
2025-06-17,Custom Fine-tuned,Customer Support Bot,165.68,7455.55,16.49,1,0.0372
2025-06-17,Custom Fine-tuned,Data Analysis Tool,47.36,2131.16,3.11,0,0.0277
2025-06-17,GPT-4,Code Review Assistant,58.67,2640.13,6.09,0,0.0123
2025-06-17,GPT-4,Content Generation,115.73,5207.72,9.69,0,0.0043
2025-06-17,GPT-4,Customer Support Bot,214.45,9650.03,25.25,0,0.0309
2025-06-17,GPT-4,Data Analysis Tool,61.94,2787.2,4.29,0,0.0232
2025-06-17,Gemini-Pro,Code Review Assistant,38.16,1717.39,4.31,0,0.0131
2025-06-17,Gemini-Pro,Content Generation,112.37,5056.83,7.27,0,0.0171
2025-06-17,Gemini-Pro,Customer Support Bot,148.81,6696.41,12.34,0,0.0264
2025-06-17,Gemini-Pro,Data Analysis Tool,62.56,2815.33,6.58,0,0.0257
2025-06-18,Claude-3.5,Code Review Assistant,47.01,2115.32,2.92,0,0.0256
2025-06-18,Claude-3.5,Content Generation,114.55,5154.79,8.54,0,0.0162
2025-06-18,Claude-3.5,Customer Support Bot,175.75,7908.94,21.25,0,0.0016
2025-06-18,Claude-3.5,Data Analysis Tool,53.3,2398.62,5.09,0,0.024
2025-06-18,Custom Fine-tuned,Code Review Assistant,42.65,1919.36,8.32,0,0.0316
2025-06-18,Custom Fine-tuned,Content Generation,110.95,4992.57,10.68,0,0.013
2025-06-18,Custom Fine-tuned,Customer Support Bot,138.36,6226.2,21.97,0,0.0201
2025-06-18,Custom Fine-tuned,Data Analysis Tool,46.62,2098.07,5.29,0,0.0154
2025-06-18,GPT-4,Code Review Assistant,46.08,2073.45,6.61,0,0.0104
2025-06-18,GPT-4,Content Generation,106.92,4811.19,10.15,1,0.0227
2025-06-18,GPT-4,Customer Support Bot,210.2,9459.06,31.78,2,0.0165
2025-06-18,GPT-4,Data Analysis Tool,66.51,2993.06,4.79,0,0.013
2025-06-18,Gemini-Pro,Code Review Assistant,49.59,2231.68,3.26,0,0.0103
2025-06-18,Gemini-Pro,Content Generation,82.27,3702.02,4.26,0,0.0243
2025-06-18,Gemini-Pro,Customer Support Bot,171.68,7725.45,14.95,0,0.0227
2025-06-18,Gemini-Pro,Data Analysis Tool,49.05,2207.27,2.85,0,0.0087
2025-06-19,Claude-3.5,Code Review Assistant,49.46,2225.48,4.4,0,0.018
2025-06-19,Claude-3.5,Content Generation,78.67,3540.14,3.64,0,0.0205
2025-06-19,Claude-3.5,Customer Support Bot,164.0,7379.99,14.9,0,0.0294
2025-06-19,Claude-3.5,Data Analysis Tool,60.13,2705.69,4.72,0,0.0222
2025-06-19,Custom Fine-tuned,Code Review Assistant,41.61,1872.3,6.98,0,0.0256
2025-06-19,Custom Fine-tuned,Content Generation,99.84,4492.95,14.52,1,0.0115
2025-06-19,Custom Fine-tuned,Customer Support Bot,172.83,7777.16,23.9,0,0.0071
2025-06-19,Custom Fine-tuned,Data Analysis Tool,44.47,2001.0,3.83,0,0.0109
2025-06-19,GPT-4,Code Review Assistant,54.46,2450.7,10.85,0,0.0135
2025-06-19,GPT-4,Content Generation,106.73,4803.06,13.01,1,0.012
2025-06-19,GPT-4,Customer Support Bot,164.89,7420.02,22.1,0,0.0323
2025-06-19,GPT-4,Data Analysis Tool,56.7,2551.38,4.24,0,0.018
2025-06-19,Gemini-Pro,Code Review Assistant,50.1,2254.31,6.14,0,0.0368
2025-06-19,Gemini-Pro,Content Generation,112.71,5072.13,3.63,0,0.0111
2025-06-19,Gemini-Pro,Customer Support Bot,138.12,6215.43,9.25,0,0.0081
2025-06-19,Gemini-Pro,Data Analysis Tool,51.82,2331.83,2.19,0,0.012
2025-06-20,Claude-3.5,Code Review Assistant,51.94,2337.25,7.22,0,0.0211
2025-06-20,Claude-3.5,Content Generation,113.11,5090.14,11.1,0,0.045
2025-06-20,Claude-3.5,Customer Support Bot,159.71,7186.97,13.97,0,0.0352
2025-06-20,Claude-3.5,Data Analysis Tool,59.62,2682.77,4.22,0,0.0314
2025-06-20,Custom Fine-tuned,Code Review Assistant,38.19,1718.34,9.13,0,0.0382
2025-06-20,Custom Fine-tuned,Content Generation,93.25,4196.25,9.36,0,0.0201
2025-06-20,Custom Fine-tuned,Customer Support Bot,145.5,6547.57,23.28,0,0.0164
2025-06-20,Custom Fine-tuned,Data Analysis Tool,58.47,2631.22,7.39,0,0.0322
2025-06-20,GPT-4,Code Review Assistant,45.03,2026.55,7.01,0,0.0222
2025-06-20,GPT-4,Content Generation,115.74,5208.35,9.88,0,0.0156
2025-06-20,GPT-4,Customer Support Bot,164.75,7413.63,16.38,0,-0.0064
2025-06-20,GPT-4,Data Analysis Tool,53.64,2413.99,4.65,0,0.0139
2025-06-20,Gemini-Pro,Code Review Assistant,43.92,1976.44,5.14,0,0.0232
2025-06-20,Gemini-Pro,Content Generation,84.91,3820.93,5.98,0,0.0098
2025-06-20,Gemini-Pro,Customer Support Bot,135.88,6114.58,9.29,0,0.0276
2025-06-20,Gemini-Pro,Data Analysis Tool,52.65,2369.28,3.11,0,0.0076
2025-06-21,Claude-3.5,Code Review Assistant,46.49,2091.83,5.55,0,0.0109
2025-06-21,Claude-3.5,Content Generation,86.64,3898.9,7.21,0,0.0384
2025-06-21,Claude-3.5,Customer Support Bot,162.58,7316.25,11.15,0,0.0297
2025-06-21,Claude-3.5,Data Analysis Tool,46.05,2072.23,2.48,0,0.0205
2025-06-21,Custom Fine-tuned,Code Review Assistant,37.23,1675.38,6.45,0,0.0223
2025-06-21,Custom Fine-tuned,Content Generation,93.24,4196.0,11.25,0,0.0149
2025-06-21,Custom Fine-tuned,Customer Support Bot,148.16,6666.99,20.41,0,0.0363
2025-06-21,Custom Fine-tuned,Data Analysis Tool,45.8,2061.16,5.67,0,0.0338
2025-06-21,GPT-4,Code Review Assistant,46.07,2073.35,6.75,0,0.023
2025-06-21,GPT-4,Content Generation,84.76,3814.01,6.8,0,0.0191
2025-06-21,GPT-4,Customer Support Bot,150.1,6754.67,14.0,0,0.0183
2025-06-21,GPT-4,Data Analysis Tool,54.0,2430.21,5.99,0,0.024
2025-06-21,Gemini-Pro,Code Review Assistant,31.35,1410.7,2.91,0,-0.0007
2025-06-21,Gemini-Pro,Content Generation,78.34,3525.49,6.14,0,0.0175
2025-06-21,Gemini-Pro,Customer Support Bot,133.44,6004.87,12.61,0,0.0294
2025-06-21,Gemini-Pro,Data Analysis Tool,43.67,1965.29,3.15,0,0.0194
2025-06-22,Claude-3.5,Code Review Assistant,36.93,1661.89,3.65,0,0.028
2025-06-22,Claude-3.5,Content Generation,96.28,4332.47,7.79,0,0.0239
2025-06-22,Claude-3.5,Customer Support Bot,133.63,6013.18,10.45,0,0.0233
2025-06-22,Claude-3.5,Data Analysis Tool,51.6,2321.86,2.99,0,0.022
2025-06-22,Custom Fine-tuned,Code Review Assistant,35.6,1602.05,6.14,1,0.0187
2025-06-22,Custom Fine-tuned,Content Generation,76.49,3442.25,8.45,0,0.0212
2025-06-22,Custom Fine-tuned,Customer Support Bot,144.88,6519.64,24.0,0,0.0061
2025-06-22,Custom Fine-tuned,Data Analysis Tool,39.46,1775.69,4.78,0,0.0102
2025-06-22,GPT-4,Code Review Assistant,39.6,1782.17,5.52,0,0.005
2025-06-22,GPT-4,Content Generation,83.16,3742.29,7.11,0,0.0288
2025-06-22,GPT-4,Customer Support Bot,179.12,8060.51,28.55,0,0.0178
2025-06-22,GPT-4,Data Analysis Tool,46.81,2106.31,4.79,0,0.0222
2025-06-22,Gemini-Pro,Code Review Assistant,42.71,1921.91,3.53,0,0.0123
2025-06-22,Gemini-Pro,Content Generation,87.51,3938.17,5.12,0,0.0106
2025-06-22,Gemini-Pro,Customer Support Bot,151.68,6825.61,9.4,0,0.0008
2025-06-22,Gemini-Pro,Data Analysis Tool,53.04,2387.01,4.55,0,0.0203
2025-06-23,Claude-3.5,Code Review Assistant,57.54,2589.33,6.87,0,0.0185
